ENERGY,TOTFAT,CHOL,TOTALCARB,ADDSUG,PROT,VITD,VITA,VITB2,VITB12,VITC,CALC,SOD,IRON,POT,PHOS,HLTI,VIT_ESS,PROT_IN,LOW_SOD
0,1,2,0,1,0,2,1,1,0,0,0,2,0,0,2,8.83,4.53,1.87,4.22
2,2,1,0,0,0,1,0,0,1,1,2,1,1,2,0,13.2,4.15,9.91,8.98
2,0,2,2,0,2,0,1,1,2,0,1,0,1,0,0,16.91,8.34,10.83,8.41
0,0,1,1,1,1,1,2,2,1,1,0,2,2,1,2,21.05,10.13,5.51,10.48
1,0,2,0,0,1,2,2,1,2,1,1,2,2,2,0,20.94,16.2,9.81,8.21
1,1,0,1,1,2,2,0,2,2,1,2,2,0,1,1,23.87,14.28,11.91,10.27
2,2,1,2,0,1,0,1,0,1,1,0,0,1,1,0,15,2.56,6.66,10.74
2,1,0,1,1,0,0,0,2,2,1,1,1,2,2,0,19.98,12.71,9.14,12.28
1,2,0,1,2,0,1,1,0,0,2,1,0,1,2,1,20.25,8.23,9.19,14.21
0,1,1,2,0,0,0,1,2,2,0,1,0,1,1,2,19.19,12.76,6.36,14.87
1,1,2,0,0,2,2,0,1,0,2,0,2,1,1,1,17.73,10.09,11.3,4.31
1,1,1,0,0,1,1,2,2,0,2,0,1,0,2,1,19.4,12.1,5.07,8.22
1,1,0,0,2,0,2,2,2,1,0,2,2,2,0,2,19.95,16.08,7.89,8.67
2,1,0,2,0,0,2,1,2,0,1,1,1,0,1,0,16.7,10.23,6.31,10.41
2,2,0,1,2,0,1,1,2,1,2,0,0,2,1,1,21.59,10.9,7.73,12.55
1,2,2,2,0,2,2,0,2,1,1,2,1,1,2,2,18.81,12.79,12.67,5
2,2,0,0,1,2,0,2,2,0,2,0,0,0,1,2,18.24,12.6,9.67,8.55
1,2,0,1,2,0,2,2,1,0,1,2,0,1,0,2,20.34,12.2,7.43,12.32
0,2,0,2,0,1,2,1,0,2,0,2,0,0,1,1,17.94,10.76,4.32,12.62
1,2,1,0,0,0,2,0,2,0,2,0,0,1,0,2,16.78,14.51,5.47,8.68
0,1,2,0,0,1,0,0,1,0,0,1,2,1,1,1,13.69,4.86,7.79,8.34
1,1,1,0,1,2,2,2,0,1,2,0,1,0,0,2,17.71,12.38,7.27,4.59
2,2,1,0,2,0,2,2,0,1,2,0,2,2,1,2,17.86,14.61,7.78,6.57
2,0,2,0,2,1,1,2,0,1,1,1,0,2,2,2,21.86,8.68,9.54,12.28
0,2,0,1,0,2,1,2,1,2,2,2,2,1,2,1,22.62,16.81,11.28,8.56
0,0,2,2,1,1,1,0,2,1,2,2,0,0,0,1,16.67,10.66,2.41,10.32
0,0,1,2,1,2,0,1,2,2,0,0,1,0,2,0,13.42,8.19,6.69,6.46
0,1,2,2,2,0,2,1,0,1,0,2,0,0,1,0,12.35,6.49,4,12.07
1,1,1,0,2,0,0,0,1,0,0,1,1,2,2,0,13.07,4.41,9.12,10.42
1,1,0,0,2,2,2,1,0,1,1,0,0,2,1,2,21.63,6.39,11.88,10.25
0,0,1,0,1,0,2,0,1,0,2,2,0,2,0,0,15.17,12.65,5.99,12.85
0,2,2,1,1,2,2,0,0,1,0,1,2,0,0,2,11.64,6.55,7.01,4.74
1,1,2,2,0,2,1,1,2,2,2,1,2,0,0,2,18.78,14.86,8.99,4.34
2,0,0,1,0,2,1,1,2,2,2,2,1,2,0,2,24.89,16.91,11.33,8.76
2,0,1,2,0,2,2,0,0,2,2,2,2,1,0,1,20.47,16.27,10.56,6.15
1,2,0,2,1,2,2,2,0,1,0,1,0,0,0,0,15.02,10.1,8.28,8.83
2,1,0,1,1,2,2,1,1,1,0,1,2,2,0,2,21.65,8.41,11.49,8.17
2,0,0,1,2,1,2,2,2,2,2,2,2,1,2,2,28.61,24.65,9.33,12.33
0,0,2,0,0,1,0,2,2,1,2,2,1,0,0,2,15.33,14.68,3.78,6.81
0,0,1,2,0,0,1,1,2,1,2,1,2,2,2,2,19.5,12.3,6.09,10.59
0,0,0,1,2,0,0,2,2,2,2,2,0,0,1,2,22.09,18.98,5.18,16.89
2,0,2,2,1,2,1,1,0,1,1,2,0,0,2,2,18.1,2.08,10.22,10.75
0,0,2,2,1,2,1,1,0,2,1,0,1,1,0,1,13.11,6.56,6.6,2.62
0,0,0,1,1,0,2,1,2,2,0,2,0,1,2,0,21.88,16.18,7.07,16.32
1,0,1,2,0,1,2,1,0,2,0,2,1,2,0,2,19.99,12.52,6.6,8.55
1,0,1,2,2,1,2,2,0,1,1,1,0,2,2,2,24.43,12.56,8.66,14.05
0,2,1,0,1,0,1,1,0,0,1,2,1,1,1,0,11.27,4.04,7.65,8.99
2,2,0,2,1,1,0,1,2,2,1,1,1,1,0,1,18.34,12.95,6.38,6.86
1,2,2,1,2,0,1,2,0,1,2,1,2,0,2,1,16.53,10.72,7.79,8.09
2,2,0,1,2,1,2,1,0,1,1,1,2,0,2,2,19.98,6.67,7.98,10.54
1,2,0,1,0,2,1,1,2,0,1,1,1,1,0,2,19.14,8.53,11.61,6.94
1,1,1,2,1,1,2,2,0,2,1,1,0,0,0,2,21.65,14.59,4.28,12.26
0,2,1,1,0,1,0,1,2,0,1,1,2,1,0,2,16.39,8.71,5.28,8.75
1,0,0,1,2,0,0,2,1,2,1,1,0,2,1,2,24.07,12.91,9.32,16.79
1,0,1,0,2,0,1,0,1,0,2,0,2,2,2,0,14.9,6.91,7.24,8.37
2,0,0,0,1,2,0,2,0,0,0,0,1,2,2,1,16.72,6.07,11.2,6.7
1,1,1,2,1,2,1,0,1,2,2,0,1,1,0,2,18.2,10.86,8.77,4.94
0,2,2,0,0,1,1,2,0,2,1,2,0,0,2,1,16.38,10.1,5.54,10.57
1,0,0,1,2,1,0,0,0,0,2,0,1,1,0,1,16.3,6.23,5.38,8.34
1,2,0,0,1,2,0,0,0,2,1,2,2,2,0,2,15.87,8.82,11.69,4.42
1,2,0,1,2,1,1,1,2,0,2,0,1,2,0,2,18.37,10.55,5.77,6.01
1,0,0,2,2,1,2,0,1,1,0,0,2,1,2,0,16.46,6.7,6.74,8.03
1,0,1,1,1,1,2,1,1,0,2,2,0,2,2,1,26.57,12.29,9.52,16.43
1,2,1,0,1,2,2,1,1,1,1,0,1,0,0,1,14.92,4.22,7.04,2.61
1,0,1,0,2,1,1,1,0,1,2,2,0,2,0,1,21.55,8.82,7.95,12.26
0,2,1,0,1,2,0,1,1,1,0,1,1,2,0,2,13.71,4.41,9.38,4.64
2,0,2,2,0,1,1,0,1,2,2,1,2,2,1,2,20.39,12.74,8.09,8.46
2,0,0,0,2,1,1,2,2,0,1,2,2,2,1,0,20.72,12.1,9.27,10.59
1,0,2,2,1,2,0,1,0,0,2,1,2,1,0,1,15.44,8.05,10.98,4.47
0,0,2,0,2,1,2,0,1,2,0,0,2,2,2,2,15.76,10.83,5,6.29
2,1,0,1,0,0,1,2,1,0,0,2,2,2,0,0,16.16,8.54,7.76,10.5
1,1,1,1,1,1,1,0,2,1,1,0,1,1,2,0,19.52,6.67,7.59,10.15
2,2,1,0,1,1,2,1,2,0,0,1,1,1,1,2,19.36,12.27,9.51,8.11
1,1,0,2,0,0,0,2,0,0,1,2,1,1,1,1,17.12,8.09,8.64,10.22
1,2,0,1,1,0,0,0,2,1,2,0,2,2,1,2,17.89,10.96,7.11,8.56
2,1,0,2,0,1,2,0,1,0,2,1,1,1,0,1,19.79,12.78,6.8,8.79
0,2,1,0,1,1,2,0,2,1,2,2,1,0,1,2,17.15,14.32,5.89,8.39
0,0,2,2,2,2,0,0,1,0,2,2,0,0,2,1,15.01,6.59,8.58,10.83
2,2,2,2,1,2,1,0,2,1,0,2,0,1,1,2,18.55,8.84,12.13,8.95
0,1,2,2,0,0,0,2,2,1,0,0,0,0,1,1,13.61,8.82,2.5,10.62
2,0,0,1,1,1,2,1,0,2,2,1,1,2,0,1,23.21,16.2,7.72,10.74
0,2,0,1,2,0,0,1,1,2,2,2,2,1,2,2,18.08,12.22,7.61,10.25
0,1,2,0,2,2,2,0,0,0,0,2,2,1,2,1,14.94,8.95,11.03,6.91
1,1,1,2,0,0,2,0,2,0,2,1,1,2,2,1,20.93,16.52,8.91,10.77
0,0,1,0,2,0,2,2,1,2,1,1,1,2,0,2,18.69,16.95,5.69,8.04
2,0,1,0,0,0,2,1,0,0,0,1,1,2,1,2,17.1,8.51,9.24,10.65
1,1,0,2,1,2,1,1,0,2,0,2,2,2,2,1,20.25,8.75,12.85,8.18
0,2,2,2,2,0,0,1,2,2,0,0,0,2,2,2,13.55,10.1,4.81,8.82
0,0,2,2,0,2,1,2,0,0,2,1,2,1,1,1,17.51,12.06,10.29,6.74
2,2,0,0,0,1,0,0,0,2,1,0,0,0,1,1,15.65,4.62,5.3,10.22
2,2,0,1,1,2,0,1,1,0,2,2,1,0,0,1,16.3,6.27,9.29,6.45
2,1,0,2,1,0,0,2,0,1,0,0,2,2,1,1,15.07,6.91,6.41,8.96
1,2,1,1,2,2,2,0,1,1,0,0,1,1,2,0,16.47,6.76,11.39,6.02
1,0,0,0,0,2,1,0,1,1,0,0,1,0,2,2,15.61,0.23,9.24,6.91
0,2,0,2,2,1,0,0,2,0,1,0,1,2,1,0,11.04,6.47,4.87,6.74
2,2,2,1,0,0,0,2,0,0,2,0,1,2,1,2,14.77,10.19,7.21,6.09
1,1,2,0,2,2,2,0,0,2,0,0,0,1,1,1,18.89,10.74,11.29,8.62
0,1,2,0,1,2,1,0,1,0,2,0,1,2,2,1,14.14,6.31,9.99,4.52
0,2,2,1,2,1,0,1,1,1,1,2,2,2,1,2,16.36,4.19,7.77,8.89
0,1,0,1,2,1,2,2,2,1,2,0,1,1,2,0,21.47,18.29,5.3,10.5
0,0,0,0,1,1,0,2,2,1,1,1,2,1,1,2,20.25,12.54,7.62,10.6
1,0,1,0,2,1,1,2,2,0,0,2,1,0,1,1,19.16,10.67,7.53,10.62
0,1,1,0,0,0,2,2,0,1,1,1,1,0,1,1,16.64,10.55,5.33,10.78
0,2,2,1,1,2,0,2,0,0,2,1,2,1,2,0,14.97,12.47,11.57,6.31
2,0,1,0,0,0,2,2,1,2,2,0,2,1,1,0,19.76,18.05,7.63,8.47
0,2,2,0,0,1,2,1,2,1,0,1,0,0,0,0,12.76,10.91,3.42,8.77
1,2,0,0,0,2,2,0,0,1,2,2,1,2,2,0,17.87,12.19,13.91,6.7
0,0,1,2,0,1,2,1,1,0,2,1,2,0,0,0,14.46,10.9,2.66,8.36
2,1,2,1,0,1,2,1,2,0,0,1,0,1,1,2,23.97,12.92,9.93,14.14
1,1,0,0,0,2,0,2,2,1,2,1,2,1,2,2,23.41,16.22,13.33,8.02
1,2,2,1,2,0,2,0,2,2,2,2,0,0,2,1,20.76,18.93,7.53,12.84
1,0,1,0,2,0,0,1,0,2,2,0,0,1,1,1,19.78,10.76,7.67,12.93
0,0,2,0,2,2,0,2,2,1,1,0,0,1,2,2,18.71,10.93,9.93,8.02
1,2,2,1,1,0,2,2,2,1,0,1,2,2,1,0,17.47,16.31,9.85,8.38
2,1,1,0,0,0,2,1,1,2,2,0,1,1,2,1,20.03,14.09,7.19,8.99
0,0,0,2,0,1,2,0,1,2,2,0,0,1,1,0,19.13,14.99,4.74,12.12
1,2,2,0,0,1,2,1,2,0,1,1,0,1,2,1,20.22,12.01,9.1,10.45
1,0,2,1,1,0,1,0,0,2,0,1,1,2,0,1,15.15,8.32,7.9,8.81
2,0,1,0,2,1,0,1,0,0,2,1,0,2,1,2,21.7,8.17,9.7,14.08
2,0,2,1,2,2,1,2,0,2,2,0,1,1,2,1,21.75,14.92,11.42,6.71
0,2,0,0,1,2,2,2,2,2,1,2,0,2,0,0,19.46,20.26,9.24,8.71
0,2,2,2,1,2,2,0,0,1,2,0,0,0,1,1,13.47,8.64,6.15,6.37
0,1,2,0,0,2,0,0,2,2,1,1,2,1,2,2,17.55,12.47,11.42,6.5
0,2,2,0,0,2,0,1,2,2,0,1,1,1,0,2,13.28,12.62,9.93,2.69
0,1,2,1,0,1,2,0,2,0,1,1,0,0,0,0,15.07,10.46,3.79,12.62
0,2,2,1,0,0,1,2,0,2,0,2,1,0,0,2,11.4,10.03,3.74,6.61
2,2,0,2,0,1,2,2,2,0,2,2,2,1,2,2,22.24,20.25,8.9,8.5
2,1,2,2,2,2,0,2,2,1,0,1,2,0,2,0,15.75,10.34,10.77,6.26
0,0,0,2,0,2,0,2,2,1,2,2,1,0,2,1,19.24,14.22,8.28,8.66
2,1,2,2,2,2,0,1,1,0,2,0,1,1,1,2,16.29,6.92,10.66,4.35
2,2,1,0,0,0,1,2,0,1,0,2,0,2,2,1,18.12,8.86,9.45,12.69
0,2,2,0,0,0,1,2,1,0,1,1,0,2,1,2,15.13,8.46,7.39,10.67
1,0,2,2,1,2,0,2,2,0,1,2,1,0,1,2,17.62,10.72,10.71,6.25
2,0,0,1,1,1,0,2,0,2,0,2,2,1,1,1,22.99,12.79,9.85,12.03
2,1,0,2,0,0,0,2,1,0,2,2,1,0,0,0,13.45,10.21,4.73,8.93
2,2,1,0,2,1,2,2,1,2,0,0,1,1,0,0,15.31,14.9,5.63,4.43
1,2,0,0,1,2,0,2,2,2,2,1,0,0,1,1,22.71,18.9,11.96,10.6
0,0,0,1,1,0,0,0,1,2,2,1,2,0,0,2,15.92,10.61,3.19,10.62
2,2,2,1,1,2,2,1,0,0,2,2,0,2,2,0,19.03,12.32,13.84,10.98
1,2,0,2,0,1,0,0,0,0,0,0,1,2,2,0,10.9,2.82,6.37,6.83
2,2,1,0,0,2,2,2,2,2,1,0,2,2,1,0,19.94,18.46,11.14,4.29
0,0,2,2,1,2,0,0,2,1,1,1,1,0,0,0,10.51,6.54,6.69,4.93
0,0,0,1,1,1,1,1,2,2,2,2,1,1,0,1,22.08,16.39,5.34,10.52
0,0,1,1,1,0,0,0,0,1,2,1,2,2,0,0,13.44,8.06,5.26,10.13
1,1,0,1,0,1,2,0,1,1,0,1,1,1,1,1,22.7,8.78,9.35,12.02
1,1,0,1,2,0,0,1,1,1,2,1,2,0,1,1,19.42,6.59,7.17,12.81
0,0,2,0,1,2,2,0,1,2,1,1,0,2,2,2,20.62,12.55,11.84,10.71
1,2,2,0,1,1,2,0,1,0,2,0,2,2,0,0,11.94,10.49,5.51,2.09
0,2,1,2,0,2,1,2,1,2,2,0,2,2,0,1,16.71,14.26,6.76,2.2
1,1,1,2,2,1,2,1,0,2,1,1,2,0,1,2,20.87,10.61,6.13,10.2
2,0,1,2,2,1,2,2,1,0,2,2,0,1,2,2,25.05,16.02,8.52,14.23
0,0,1,0,1,1,1,0,0,1,0,2,1,0,0,2,12.24,2.79,3.41,8.86
2,1,1,2,1,1,1,2,0,0,0,0,0,1,0,1,17.66,6.3,4.34,10.29
0,1,1,0,2,1,2,2,0,0,1,2,2,2,2,0,17.58,12.01,7.52,10.85
0,2,1,2,2,2,0,1,0,2,0,2,1,1,0,0,11.95,8.38,8.76,4.41
2,1,0,0,2,2,2,1,2,2,1,2,1,0,0,1,20.74,14.71,9.82,6.56
2,2,0,1,2,2,1,0,2,1,0,0,1,1,1,1,18.15,6.83,11.81,6.18
0,1,1,0,0,1,2,2,2,1,1,0,2,0,1,1,18.67,12.72,3.75,8.73
1,2,0,0,2,0,2,1,2,0,2,0,0,1,1,1,19.2,14.05,7.61,10.12
0,2,0,2,0,1,0,1,1,2,1,0,1,1,0,2,13.28,6.97,2.05,4
0,2,1,0,1,2,1,1,1,0,2,2,1,0,2,1,15.82,6.39,9.87,6.73
2,1,1,1,2,1,1,1,1,1,0,0,2,1,0,2,18.2,2.98,5.62,8.92
2,2,2,1,2,0,0,2,0,0,1,1,1,1,0,1,13.09,8.38,7.19,6.87
2,1,1,2,1,0,2,2,0,0,0,1,2,1,1,0,16.95,12.82,8.61,10.09
0,2,0,0,0,2,1,0,2,1,1,0,2,1,2,0,13.96,6.18,9.45,4.66
1,1,0,0,1,1,1,0,1,0,0,2,2,1,2,1,18.36,4.78,9.76,10.77
0,1,1,0,0,1,2,0,2,0,0,0,1,2,0,1,14.74,10.85,3.91,6.17
2,2,2,1,0,0,1,1,2,2,1,0,0,0,2,1,17.76,8.62,5.46,10.1
2,1,2,2,1,0,0,2,0,1,1,2,0,2,2,1,18.02,8.21,8.24,12.2
2,2,2,0,2,1,1,1,2,1,1,1,2,2,1,2,18.87,8.3,9.33,6.84
1,0,2,1,1,0,0,2,0,0,2,0,1,2,2,1,16.71,10.47,7.45,8.43
2,0,0,1,2,1,2,2,2,0,2,2,0,1,2,1,28.09,20.08,9.58,16.75
1,2,2,1,1,2,2,0,2,2,1,0,0,1,0,1,19.9,14.27,9.35,6.08
0,0,1,2,0,2,1,0,2,2,2,0,2,0,2,1,17.35,12.84,6.81,6.82
0,2,2,2,0,0,2,1,2,2,2,0,2,0,0,0,9.66,16.04,0.2,2.9
2,1,2,1,1,1,2,0,0,2,1,2,1,0,0,1,17.8,10.29,5.46,8.47
2,1,2,1,0,1,0,0,2,0,2,2,2,0,1,1,18.99,10.03,7.2,10.75
1,0,0,2,2,2,2,0,1,1,1,2,1,0,2,2,19.67,6.27,10.11,8.11
0,2,0,2,2,2,1,2,2,2,0,0,0,2,1,1,19.43,14.44,8.27,8.18
1,0,1,1,1,1,1,0,0,0,2,0,1,0,0,0,13.94,4.24,3.04,8.51
1,1,2,0,2,1,2,2,0,1,1,0,0,2,0,2,18.22,10.13,5.24,8.73
2,2,0,2,1,0,0,2,0,0,1,2,1,2,0,1,13.83,8.66,6.22,6.2
1,0,0,1,0,1,1,2,2,2,2,0,2,2,0,1,23.53,18.78,5.23,8.72
0,0,0,0,0,2,1,2,0,1,2,2,0,1,2,0,20.2,12.31,11.69,12.42
1,2,2,2,1,2,0,1,1,2,2,0,1,0,2,0,12.8,8.35,8.5,2.53
2,0,2,2,2,0,2,1,2,2,1,1,0,2,0,2,20.4,16.89,6.93,10.77
1,2,0,2,1,2,2,0,1,0,0,2,2,0,1,1,15.22,6.86,10.16,6.91
2,0,0,0,0,1,0,0,2,2,2,2,0,2,1,2,24.22,16.14,9.49,14.89
1,0,2,0,0,1,1,2,1,1,0,0,2,2,2,0,15.22,6.45,7.06,6.21
1,2,2,1,0,0,0,1,2,0,1,1,0,0,0,2,14.56,6.94,5.34,10.73
1,0,2,1,0,2,2,1,0,2,1,0,0,0,0,0,16.16,8.08,7.2,8.94
0,1,2,2,0,1,0,2,0,2,2,0,0,2,0,2,16.57,14.5,2.48,8.25
2,0,2,1,2,1,2,0,0,1,1,2,2,2,2,0,18.74,8.71,9.94,10.27
0,1,0,0,0,1,0,0,2,0,2,2,2,2,1,2,18.63,12.76,7.58,10.42
0,1,0,2,0,1,2,2,2,0,1,1,2,2,1,0,19.37,16.83,6.14,10.06
2,0,2,2,0,1,2,0,1,1,1,1,1,0,2,0,15.1,6.32,6.94,8.85
1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,15.41,2.52,5.9,14.31
1,0,0,0,1,1,0,1,1,1,2,1,1,2,2,2,21.1,8.66,9.31,10.31
1,2,2,1,2,1,2,2,1,1,1,2,0,0,2,0,19.03,10.67,7.43,12.67
2,2,1,1,2,1,1,0,1,2,0,1,2,1,2,1,20.52,8.49,9.82,10.53
1,2,0,2,2,0,1,1,0,1,1,1,2,1,2,2,16.88,4.27,8.19,8.12
2,1,1,0,1,2,1,2,2,0,1,2,1,2,2,0,20.75,12.52,13.17,8.57
2,0,0,0,0,0,1,1,0,2,2,1,2,1,0,1,18.67,12.44,7.05,8.94
2,2,1,0,1,1,1,0,0,1,0,1,1,2,0,2,14.45,4.79,7.59,6.27
0,0,1,2,1,0,0,2,2,1,1,2,1,2,1,0,16.12,12.99,6.25,10.28
0,0,1,2,0,1,0,2,0,0,1,0,2,2,1,2,15.47,6.72,4.1,8.62
2,0,1,2,0,0,2,0,1,1,1,1,0,1,1,1,21.42,8.61,8.21,14.06
1,1,1,1,0,2,0,2,2,2,1,0,1,2,0,2,21.25,14.08,9.82,6.94
1,2,2,2,2,0,2,2,1,2,0,0,1,1,0,0,11.97,14.83,4.55,2.41
2,0,1,2,1,0,1,1,2,1,2,1,0,0,0,1,19.39,10.97,4.98,12.86
0,1,2,0,0,2,0,0,2,0,1,0,2,1,0,0,9.92,6.6,7.28,2.19
2,0,1,2,1,1,0,2,0,2,1,1,0,1,1,0,21.4,12.54,8.18,14.3
0,2,0,2,1,1,2,0,1,0,0,2,2,1,2,1,15.01,8.87,6.66,8.41
2,2,0,0,0,2,2,2,2,0,2,2,0,2,1,2,24.16,20.55,13.25,10.95
2,2,2,0,0,1,1,0,0,2,0,2,1,2,0,0,11.92,8.21,7.79,4.43
1,2,2,1,2,2,0,0,0,0,2,1,2,2,2,2,16.55,8.84,13.8,6.47
0,2,1,0,1,1,0,2,1,1,2,1,0,0,1,1,18.14,10.04,5.28,12.47
2,2,2,0,0,0,2,0,2,1,2,1,0,0,0,0,13.02,14.07,5.81,8.36
2,2,1,1,0,0,2,0,1,2,1,1,2,1,1,1,20.82,12.31,9.28,10
1,1,0,2,2,1,2,1,0,2,1,0,0,0,0,0,16.87,8.61,2.36,10.18
2,2,0,1,2,0,0,2,1,0,0,1,1,0,0,0,11.22,6.95,5.21,8.25
2,0,0,1,1,0,1,1,0,1,0,1,1,2,2,2,19.45,4.99,9.28,12.53
1,2,0,1,0,1,2,2,0,1,2,1,2,1,0,2,21.13,16.81,7.53,8.32
0,2,2,2,0,1,2,2,2,2,0,2,2,0,1,1,16.47,18.75,4.03,6.83
2,0,2,0,2,1,1,0,0,0,2,1,2,1,1,0,15.69,8.93,9.21,8.89
2,1,0,0,0,2,1,1,1,1,2,2,1,0,0,2,18.47,6.52,9.28,6.3
1,0,1,1,1,1,1,1,1,0,0,2,0,1,2,2,23.82,4.42,9.68,16.39
0,2,2,0,1,0,2,0,0,1,1,0,2,0,2,0,6.21,4.51,3.66,4.46
1,1,1,1,1,0,2,2,0,2,1,2,2,1,1,0,21.29,16.47,9.04,12.83
0,0,0,2,0,0,1,2,2,2,0,1,1,1,0,2,17.18,16.99,4.09,8.28
1,2,2,0,0,0,1,1,2,0,2,1,0,0,1,1,16.03,10.28,7.51,10.45
2,0,0,0,2,2,1,1,0,0,0,1,1,0,0,1,14.11,2.04,9.29,6.46
0,2,2,0,0,2,2,2,0,1,1,1,2,0,2,0,12.1,10.02,9.76,4.15
0,2,1,0,1,2,1,0,0,2,0,1,2,0,0,0,9.15,6.06,7.38,4.25
1,2,1,2,1,1,2,2,2,1,0,1,2,1,0,2,19.97,16.73,6.56,6.73
0,1,1,1,2,0,0,2,2,1,0,2,0,0,2,2,19.57,10.12,5.46,16.35
2,2,1,0,0,2,1,0,2,1,2,1,2,1,0,1,18.39,12.51,11.12,4.65
2,1,2,0,0,2,2,0,1,1,2,2,1,1,0,0,16.03,12.96,11.47,4.44
1,1,1,1,1,0,0,0,2,0,2,2,1,2,2,1,20.66,12.04,9.01,12.35
2,1,1,1,0,2,2,1,0,0,1,0,1,2,2,0,18.88,6.6,11.93,8.68
1,2,0,2,2,1,1,0,2,1,2,1,1,2,0,1,18.42,12.22,6.25,6.04
1,2,1,2,2,2,1,2,1,2,2,0,2,1,1,0,18.63,14.96,10.8,4.24
0,1,2,1,1,2,0,2,2,1,1,1,2,0,1,2,18.22,10.09,9.58,8.53
0,1,1,2,0,0,2,0,2,2,0,2,1,2,2,1,18.15,16.43,6.25,10.61
2,2,0,1,0,1,1,0,0,1,2,0,2,1,2,0,16.65,6.15,7.35,8.77
0,1,1,2,1,2,2,2,2,1,0,0,1,0,2,0,15.57,12.08,6.08,6.79
1,0,0,0,1,0,1,2,0,0,0,0,2,1,2,2,15.47,6.69,7.92,8.34
2,1,2,0,1,1,0,2,0,2,1,2,0,1,1,1,21.45,12.12,9.76,12.61
0,1,1,1,2,2,0,1,2,1,0,2,1,2,0,1,18.16,8.61,9.01,8.72
1,1,1,1,1,2,2,2,0,1,0,1,2,2,2,0,21.35,12.37,13.23,10.28
2,0,2,2,0,2,0,2,0,2,2,1,2,2,1,0,18.82,16.27,12.67,6.97
0,1,2,1,2,2,0,2,0,2,1,0,0,0,0,2,15.51,8.76,5.23,8.7
1,2,1,0,1,0,0,1,1,1,1,0,1,1,2,2,14.74,2.96,7.04,6.32
1,1,1,1,0,2,2,1,0,2,0,0,1,2,1,2,21.78,10.43,11.37,8.46
0,0,2,2,0,1,1,1,0,0,1,0,1,2,0,1,11.04,2.39,2.09,4.12
2,0,0,1,1,1,0,0,0,2,0,1,1,2,2,0,18.8,8.46,9.82,12.72
1,0,1,1,1,2,1,0,0,0,0,2,0,1,2,2,21.09,4.5,13.21,14.49
2,0,0,0,2,0,2,2,1,2,0,0,1,2,2,2,19.57,14.91,7.86,8.85
1,0,2,2,1,2,1,0,2,0,0,1,0,1,1,1,19.84,8.87,12.9,10.53
1,1,2,2,1,2,0,1,2,2,0,2,2,1,0,2,17.93,12.84,10.85,4.55
2,1,0,1,1,0,1,1,0,0,2,2,2,0,1,2,18.12,6.16,7.6,12.19
2,2,2,2,0,0,1,2,1,2,0,1,1,2,1,2,16.71,12.3,8.15,6.47
1,0,0,1,0,1,0,0,2,2,1,2,2,0,2,1,21.02,10.59,7.3,12.93
2,2,2,1,0,1,0,2,2,0,1,0,1,0,0,1,13.44,8.01,3.3,4.09
1,1,0,0,1,2,0,2,0,2,0,1,0,2,1,0,20.94,12.86,13.19,12.31
0,0,1,2,1,2,1,1,1,1,1,1,2,2,2,2,19.75,4.47,10.18,8.61
0,0,0,2,0,1,1,0,2,2,0,0,2,2,0,2,15.09,10.29,2.6,6.97
1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,14.63,8.12,3.05,10.1
0,2,2,2,2,0,0,0,1,1,1,1,2,1,1,2,11.7,4.73,6.79,6.08
1,1,0,1,1,1,0,1,0,0,1,0,0,1,2,2,20.19,2.38,7.71,14.21
1,1,1,1,1,0,0,0,2,1,2,2,2,1,2,1,21.64,12.07,9.73,12.94
0,2,1,0,2,2,0,0,1,2,0,2,0,1,1,2,17.22,8.01,11.92,10.8
1,2,0,1,1,1,0,1,2,1,2,2,2,1,0,0,18.85,12.95,7.24,8.17
1,2,2,0,1,2,0,1,0,2,0,2,2,1,2,2,15.58,8.12,13.83,4.85
2,1,0,0,1,0,2,2,0,0,1,2,0,0,2,0,17.5,10.28,7.66,14.57
0,2,2,0,2,0,1,0,1,1,2,2,0,2,2,2,15.29,8.64,7.71,10.35
1,1,1,1,0,1,0,0,2,0,2,1,0,0,1,2,22.35,10.88,7.52,16.02
2,1,0,0,2,1,1,1,2,1,0,1,2,1,1,0,19.36,8.79,9.77,10.56
1,1,0,2,2,0,1,0,2,1,2,2,2,0,1,1,18.1,10.99,6.67,10.84
1,0,0,0,1,2,0,1,1,1,1,1,2,0,0,2,16.15,2.89,9.06,6.89
2,1,1,2,2,1,2,1,1,1,1,0,2,0,1,1,18.7,4.17,4.38,8.37
1,0,1,1,2,2,2,2,0,0,2,1,2,0,1,0,20.07,14.78,11.94,10.03
2,1,2,1,2,2,2,2,1,1,0,0,0,2,2,0,20.12,10.66,11.67,10.36
1,2,2,2,2,1,1,0,0,0,0,2,0,0,1,2,13.41,2.95,6.05,10.21
1,1,0,0,2,1,0,0,2,0,2,1,0,0,2,0,18.09,10.75,7.4,14.41
1,2,1,2,1,0,2,1,2,0,2,2,0,2,1,2,21.61,16.92,8.97,12.26
1,0,2,2,2,2,0,1,1,1,0,0,0,2,1,1,17.02,2.17,10.87,8.87
0,1,2,1,0,2,1,2,0,1,2,0,2,1,1,1,18.69,10.34,9.9,6.96
2,1,2,2,1,0,0,0,2,2,0,1,2,2,1,2,16.74,12.92,8.45,8.72
