ENERGY,TOTFAT,CHOL,TOTALCARB,ADDSUG,PROT,VITD,VITA,VITB2,VITB12,VITC,CALC,SOD,IRON,POT,PHOS,HLTI,VIT_ESS,PROT_IN,LOW_SOD
0,1,2,0,1,0,2,1,1,0,0,0,2,0,0,2,0.178,0.18,0.121,0.216
2,2,1,0,0,0,1,0,0,1,1,2,1,1,2,0,0.356,0.165,0.704,0.508
2,0,2,2,0,2,0,1,1,2,0,1,0,1,0,0,0.508,0.336,0.771,0.473
0,0,1,1,1,1,1,2,2,1,1,0,2,2,1,2,0.677,0.409,0.385,0.6
1,0,2,0,0,1,2,2,1,2,1,1,2,2,2,0,0.672,0.656,0.697,0.461
1,1,0,1,1,2,2,0,2,2,1,2,2,0,1,1,0.792,0.578,0.849,0.587
2,2,1,2,0,1,0,1,0,1,1,0,0,1,1,0,0.43,0.1,0.468,0.616
2,1,0,1,1,0,0,0,2,2,1,1,1,2,2,0,0.633,0.514,0.648,0.711
1,2,0,1,2,0,1,1,0,0,2,1,0,1,2,1,0.644,0.331,0.652,0.829
0,1,1,2,0,0,0,1,2,2,0,1,0,1,1,2,0.601,0.516,0.447,0.87
1,1,2,0,0,2,2,0,1,0,2,0,2,1,1,1,0.541,0.407,0.805,0.221
1,1,1,0,0,1,1,2,2,0,2,0,1,0,2,1,0.609,0.489,0.353,0.461
1,1,0,0,2,0,2,2,2,1,0,2,2,2,0,2,0.632,0.651,0.558,0.489
2,1,0,2,0,0,2,1,2,0,1,1,1,0,1,0,0.499,0.413,0.443,0.596
2,2,0,1,2,0,1,1,2,1,2,0,0,2,1,1,0.699,0.44,0.546,0.727
1,2,2,2,0,2,2,0,2,1,1,2,1,1,2,2,0.585,0.517,0.904,0.264
2,2,0,0,1,2,0,2,2,0,2,0,0,0,1,2,0.562,0.509,0.687,0.482
1,2,0,1,2,0,2,2,1,0,1,2,0,1,0,2,0.648,0.493,0.524,0.713
0,2,0,2,0,1,2,1,0,2,0,2,0,0,1,1,0.55,0.434,0.299,0.732
1,2,1,0,0,0,2,0,2,0,2,0,0,1,0,2,0.502,0.587,0.382,0.49
0,1,2,0,0,1,0,0,1,0,0,1,2,1,1,1,0.376,0.194,0.55,0.469
1,1,1,0,1,2,2,2,0,1,2,0,1,0,0,2,0.54,0.5,0.513,0.238
2,2,1,0,2,0,2,2,0,1,2,0,2,2,1,2,0.547,0.591,0.55,0.36
2,0,2,0,2,1,1,2,0,1,1,1,0,2,2,2,0.71,0.349,0.677,0.711
0,2,0,1,0,2,1,2,1,2,2,2,2,1,2,1,0.741,0.681,0.803,0.482
0,0,2,2,1,1,1,0,2,1,2,2,0,0,0,1,0.498,0.43,0.16,0.59
0,0,1,2,1,2,0,1,2,2,0,0,1,0,2,0,0.365,0.33,0.471,0.353
0,1,2,2,2,0,2,1,0,1,0,2,0,0,1,0,0.321,0.26,0.276,0.698
1,1,1,0,2,0,0,0,1,0,0,1,1,2,2,0,0.351,0.176,0.647,0.596
1,1,0,0,2,2,2,1,0,1,1,0,0,2,1,2,0.701,0.256,0.847,0.586
0,0,1,0,1,0,2,0,1,0,2,2,0,2,0,0,0.437,0.511,0.42,0.746
0,2,2,1,1,2,2,0,0,1,0,1,2,0,0,2,0.292,0.263,0.494,0.248
1,1,2,2,0,2,1,1,2,2,2,1,2,0,0,2,0.584,0.601,0.637,0.223
2,0,0,1,0,2,1,1,2,2,2,2,1,2,0,2,0.834,0.685,0.807,0.494
2,0,1,2,0,2,2,0,0,2,2,2,2,1,0,1,0.653,0.659,0.751,0.334
1,2,0,2,1,2,2,2,0,1,0,1,0,0,0,0,0.431,0.407,0.586,0.499
2,1,0,1,1,2,2,1,1,1,0,1,2,2,0,2,0.701,0.338,0.819,0.458
2,0,0,1,2,1,2,2,2,2,2,2,2,1,2,2,0.986,1,0.662,0.714
0,0,2,0,0,1,0,2,2,1,2,2,1,0,0,2,0.443,0.594,0.26,0.375
0,0,1,2,0,0,1,1,2,1,2,1,2,2,2,2,0.614,0.497,0.427,0.607
0,0,0,1,2,0,0,2,2,2,2,2,0,0,1,2,0.719,0.769,0.361,0.994
2,0,2,2,1,2,1,1,0,1,1,2,0,0,2,2,0.556,0.081,0.727,0.617
0,0,2,2,1,2,1,1,0,2,1,0,1,1,0,1,0.353,0.263,0.464,0.117
0,0,0,1,1,0,2,1,2,2,0,2,0,1,2,0,0.711,0.655,0.498,0.959
1,0,1,2,0,1,2,1,0,2,0,2,1,2,0,2,0.634,0.506,0.464,0.482
1,0,1,2,2,1,2,2,0,1,1,1,0,2,2,2,0.815,0.508,0.613,0.819
0,2,1,0,1,0,1,1,0,0,1,2,1,1,1,0,0.277,0.16,0.54,0.509
2,2,0,2,1,1,0,1,2,2,1,1,1,1,0,1,0.566,0.523,0.448,0.378
1,2,2,1,2,0,1,2,0,1,2,1,2,0,2,1,0.492,0.433,0.55,0.453
2,2,0,1,2,1,2,1,0,1,1,1,2,0,2,2,0.633,0.268,0.564,0.604
1,2,0,1,0,2,1,1,2,0,1,1,1,1,0,2,0.599,0.343,0.827,0.383
1,1,1,2,1,1,2,2,0,2,1,1,0,0,0,2,0.701,0.59,0.296,0.709
0,2,1,1,0,1,0,1,2,0,1,1,2,1,0,2,0.487,0.351,0.368,0.494
1,0,0,1,2,0,0,2,1,2,1,1,0,2,1,2,0.8,0.522,0.661,0.988
1,0,1,0,2,0,1,0,1,0,2,0,2,2,2,0,0.426,0.277,0.511,0.471
2,0,0,0,1,2,0,2,0,0,0,0,1,2,2,1,0.5,0.243,0.798,0.368
1,1,1,2,1,2,1,0,1,2,2,0,1,1,0,2,0.56,0.438,0.621,0.26
0,2,2,0,0,1,1,2,0,2,1,2,0,0,2,1,0.486,0.407,0.387,0.606
1,0,0,1,2,1,0,0,0,0,2,0,1,1,0,1,0.483,0.25,0.376,0.469
1,2,0,0,1,2,0,0,0,2,1,2,2,2,0,2,0.465,0.355,0.833,0.228
1,2,0,1,2,1,1,1,2,0,2,0,1,2,0,2,0.567,0.426,0.404,0.326
1,0,0,2,2,1,2,0,1,1,0,0,2,1,2,0,0.489,0.269,0.474,0.45
1,0,1,1,1,1,2,1,1,0,2,2,0,2,2,1,0.902,0.497,0.676,0.966
1,2,1,0,1,2,2,1,1,1,1,0,1,0,0,1,0.426,0.168,0.496,0.117
1,0,1,0,2,1,1,1,0,1,2,2,0,2,0,1,0.697,0.355,0.562,0.709
0,2,1,0,1,2,0,1,1,1,0,1,1,2,0,2,0.377,0.176,0.666,0.241
2,0,2,2,0,1,1,0,1,2,2,1,2,2,1,2,0.65,0.515,0.572,0.476
2,0,0,0,2,1,1,2,2,0,1,2,2,2,1,0,0.663,0.489,0.658,0.607
1,0,2,2,1,2,0,1,0,0,2,1,2,1,0,1,0.448,0.324,0.782,0.231
0,0,2,0,2,1,2,0,1,2,0,0,2,2,2,2,0.461,0.437,0.348,0.343
2,1,0,1,0,0,1,2,1,0,0,2,2,2,0,0,0.477,0.344,0.548,0.601
1,1,1,1,1,1,1,0,2,1,1,0,1,1,2,0,0.614,0.268,0.536,0.58
2,2,1,0,1,1,2,1,2,0,0,1,1,1,1,2,0.608,0.496,0.675,0.455
1,1,0,2,0,0,0,2,0,0,1,2,1,1,1,1,0.516,0.325,0.612,0.584
1,2,0,1,1,0,0,0,2,1,2,0,2,2,1,2,0.548,0.442,0.501,0.482
2,1,0,2,0,1,2,0,1,0,2,1,1,1,0,1,0.625,0.516,0.479,0.496
0,2,1,0,1,1,2,0,2,1,2,2,1,0,1,2,0.518,0.579,0.413,0.472
0,0,2,2,2,2,0,0,1,0,2,2,0,0,2,1,0.43,0.264,0.608,0.622
2,2,2,2,1,2,1,0,2,1,0,2,0,1,1,2,0.575,0.356,0.865,0.506
0,1,2,2,0,0,0,2,2,1,0,0,0,0,1,1,0.373,0.355,0.167,0.609
2,0,0,1,1,1,2,1,0,2,2,1,1,2,0,1,0.765,0.656,0.545,0.616
0,2,0,1,2,0,0,1,1,2,2,2,2,1,2,2,0.556,0.494,0.537,0.586
0,1,2,0,2,2,2,0,0,0,0,2,2,1,2,1,0.427,0.36,0.785,0.381
1,1,1,2,0,0,2,0,2,0,2,1,1,2,2,1,0.672,0.669,0.632,0.618
0,0,1,0,2,0,2,2,1,2,1,1,1,2,0,2,0.58,0.686,0.398,0.45
2,0,1,0,0,0,2,1,0,0,0,1,1,2,1,2,0.516,0.343,0.656,0.611
1,1,0,2,1,2,1,1,0,2,0,2,2,2,2,1,0.644,0.352,0.917,0.459
0,2,2,2,2,0,0,1,2,2,0,0,0,2,2,2,0.371,0.407,0.334,0.498
0,0,2,2,0,2,1,2,0,0,2,1,2,1,1,1,0.532,0.487,0.732,0.37
2,2,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0.456,0.184,0.37,0.584
2,2,0,1,1,2,0,1,1,0,2,2,1,0,0,1,0.483,0.251,0.659,0.353
2,1,0,2,1,0,0,2,0,1,0,0,2,2,1,1,0.433,0.277,0.45,0.507
1,2,1,1,2,2,2,0,1,1,0,0,1,1,2,0,0.49,0.271,0.811,0.326
1,0,0,0,0,2,1,0,1,1,0,0,1,0,2,2,0.455,0.005,0.656,0.381
0,2,0,2,2,1,0,0,2,0,1,0,1,2,1,0,0.268,0.259,0.339,0.37
2,2,2,1,0,0,0,2,0,0,2,0,1,2,1,2,0.42,0.411,0.508,0.33
1,1,2,0,2,2,2,0,0,2,0,0,0,1,1,1,0.589,0.433,0.804,0.486
0,1,2,0,1,2,1,0,1,0,2,0,1,2,2,1,0.395,0.253,0.71,0.234
0,2,2,1,2,1,0,1,1,1,1,2,2,2,1,2,0.485,0.167,0.549,0.502
0,1,0,1,2,1,2,2,2,1,2,0,1,1,2,0,0.694,0.741,0.37,0.601
0,0,0,0,1,1,0,2,2,1,1,1,2,1,1,2,0.644,0.507,0.538,0.607
1,0,1,0,2,1,1,2,2,0,0,2,1,0,1,1,0.6,0.431,0.532,0.609
0,1,1,0,0,0,2,2,0,1,1,1,1,0,1,1,0.497,0.426,0.372,0.619
0,2,2,1,1,2,0,2,0,0,2,1,2,1,2,0,0.429,0.504,0.825,0.344
2,0,1,0,0,0,2,2,1,2,2,0,2,1,1,0,0.624,0.731,0.539,0.477
0,2,2,0,0,1,2,1,2,1,0,1,0,0,0,0,0.338,0.44,0.234,0.495
1,2,0,0,0,2,2,0,0,1,2,2,1,2,2,0,0.547,0.492,0.994,0.368
0,0,1,2,0,1,2,1,1,0,2,1,2,0,0,0,0.408,0.44,0.178,0.47
2,1,2,1,0,1,2,1,2,0,0,1,0,1,1,2,0.796,0.522,0.706,0.825
1,1,0,0,0,2,0,2,2,1,2,1,2,1,2,2,0.773,0.657,0.952,0.449
1,2,2,1,2,0,2,0,2,2,2,2,0,0,2,1,0.665,0.767,0.532,0.745
1,0,1,0,2,0,0,1,0,2,2,0,0,1,1,1,0.625,0.434,0.542,0.751
0,0,2,0,2,2,0,2,2,1,1,0,0,1,2,2,0.581,0.441,0.706,0.449
1,2,2,1,1,0,2,2,2,1,0,1,2,2,1,0,0.531,0.66,0.7,0.471
2,1,1,0,0,0,2,1,1,2,2,0,1,1,2,1,0.635,0.57,0.507,0.509
0,0,0,2,0,1,2,0,1,2,2,0,0,1,1,0,0.598,0.607,0.329,0.701
1,2,2,0,0,1,2,1,2,0,1,1,0,1,2,1,0.643,0.485,0.645,0.598
1,0,2,1,1,0,1,0,0,2,0,1,1,2,0,1,0.436,0.335,0.558,0.498
2,0,1,0,2,1,0,1,0,0,2,1,0,2,1,2,0.703,0.329,0.689,0.821
2,0,2,1,2,2,1,2,0,2,2,0,1,1,2,1,0.705,0.604,0.814,0.369
0,2,0,0,1,2,2,2,2,2,1,2,0,2,0,0,0.612,0.821,0.656,0.491
0,2,2,2,1,2,2,0,0,1,2,0,0,0,1,1,0.367,0.348,0.431,0.348
0,1,2,0,0,2,0,0,2,2,1,1,2,1,2,2,0.534,0.504,0.814,0.356
0,2,2,0,0,2,0,1,2,2,0,1,1,1,0,2,0.359,0.51,0.706,0.122
0,1,2,1,0,1,2,0,2,0,1,1,0,0,0,0,0.433,0.422,0.26,0.732
0,2,2,1,0,0,1,2,0,2,0,2,1,0,0,2,0.283,0.404,0.257,0.362
2,2,0,2,0,1,2,2,2,0,2,2,2,1,2,2,0.725,0.821,0.631,0.479
2,1,2,2,2,2,0,2,2,1,0,1,2,0,2,0,0.46,0.417,0.766,0.341
0,0,0,2,0,2,0,2,2,1,2,2,1,0,2,1,0.603,0.575,0.586,0.488
2,1,2,2,2,2,0,1,1,0,2,0,1,1,1,2,0.482,0.278,0.759,0.224
2,2,1,0,0,0,1,2,0,1,0,2,0,2,2,1,0.557,0.357,0.671,0.736
0,2,2,0,0,0,1,2,1,0,1,1,0,2,1,2,0.435,0.341,0.521,0.612
1,0,2,2,1,2,0,2,2,0,1,2,1,0,1,2,0.537,0.433,0.762,0.34
2,0,0,1,1,1,0,2,0,2,0,2,2,1,1,1,0.756,0.517,0.7,0.695
2,1,0,2,0,0,0,2,1,0,2,2,1,0,0,0,0.366,0.412,0.328,0.505
2,2,1,0,2,1,2,2,1,2,0,0,1,1,0,0,0.442,0.603,0.394,0.229
1,2,0,0,1,2,0,2,2,2,2,1,0,0,1,1,0.745,0.766,0.853,0.607
0,0,0,1,1,0,0,0,1,2,2,1,2,0,0,2,0.467,0.428,0.217,0.609
2,2,2,1,1,2,2,1,0,0,2,2,0,2,2,0,0.594,0.498,0.989,0.631
1,2,0,2,0,1,0,0,0,0,0,0,1,2,2,0,0.262,0.111,0.447,0.376
2,2,1,0,0,2,2,2,2,2,1,0,2,2,1,0,0.632,0.748,0.793,0.22
0,0,2,2,1,2,0,0,2,1,1,1,1,0,0,0,0.246,0.262,0.471,0.259
0,0,0,1,1,1,1,1,2,2,2,2,1,1,0,1,0.719,0.664,0.373,0.603
0,0,1,1,1,0,0,0,0,1,2,1,2,2,0,0,0.366,0.324,0.367,0.579
1,1,0,1,0,1,2,0,1,1,0,1,1,1,1,1,0.744,0.354,0.664,0.695
1,1,0,1,2,0,0,1,1,1,2,1,2,0,1,1,0.61,0.264,0.505,0.743
0,0,2,0,1,2,2,0,1,2,1,1,0,2,2,2,0.659,0.507,0.844,0.614
1,2,2,0,1,1,2,0,1,0,2,0,2,2,0,0,0.305,0.423,0.385,0.085
0,2,1,2,0,2,1,2,1,2,2,0,2,2,0,1,0.5,0.577,0.476,0.092
1,1,1,2,2,1,2,1,0,2,1,1,2,0,1,2,0.67,0.428,0.43,0.583
2,0,1,2,2,1,2,2,1,0,2,2,0,1,2,2,0.84,0.648,0.603,0.83
0,0,1,0,1,1,1,0,0,1,0,2,1,0,0,2,0.317,0.11,0.233,0.501
2,1,1,2,1,1,1,2,0,0,0,0,0,1,0,1,0.538,0.253,0.3,0.588
0,1,1,0,2,1,2,2,0,0,1,2,2,2,2,0,0.535,0.485,0.531,0.623
0,2,1,2,2,2,0,1,0,2,0,2,1,1,0,0,0.305,0.337,0.621,0.227
2,1,0,0,2,2,2,1,2,2,1,2,1,0,0,1,0.664,0.595,0.698,0.359
2,2,0,1,2,2,1,0,2,1,0,0,1,1,1,1,0.558,0.274,0.842,0.336
0,1,1,0,0,1,2,2,2,1,1,0,2,0,1,1,0.58,0.514,0.257,0.493
1,2,0,0,2,0,2,1,2,0,2,0,0,1,1,1,0.601,0.568,0.537,0.578
0,2,0,2,0,1,0,1,1,2,1,0,1,1,0,2,0.359,0.28,0.134,0.202
0,2,1,0,1,2,1,1,1,0,2,2,1,0,2,1,0.463,0.256,0.701,0.37
2,1,1,1,2,1,1,1,1,1,0,0,2,1,0,2,0.56,0.117,0.393,0.504
2,2,2,1,2,0,0,2,0,0,1,1,1,1,0,1,0.352,0.337,0.507,0.378
2,1,1,2,1,0,2,2,0,0,0,1,2,1,1,0,0.509,0.518,0.61,0.576
0,2,0,0,0,2,1,0,2,1,1,0,2,1,2,0,0.387,0.248,0.671,0.243
1,1,0,0,1,1,1,0,1,0,0,2,2,1,2,1,0.567,0.191,0.693,0.618
0,1,1,0,0,1,2,0,2,0,0,0,1,2,0,1,0.419,0.438,0.269,0.335
2,2,2,1,0,0,1,1,2,2,1,0,0,0,2,1,0.542,0.347,0.381,0.577
2,1,2,2,1,0,0,2,0,1,1,2,0,2,2,1,0.553,0.33,0.583,0.706
2,2,2,0,2,1,1,1,2,1,1,1,2,2,1,2,0.588,0.334,0.662,0.377
1,0,2,1,1,0,0,2,0,0,2,0,1,2,2,1,0.5,0.422,0.526,0.474
2,0,0,1,2,1,2,2,2,0,2,2,0,1,2,1,0.964,0.814,0.68,0.985
1,2,2,1,1,2,2,0,2,2,1,0,0,1,0,1,0.63,0.577,0.664,0.33
0,0,1,2,0,2,1,0,2,2,2,0,2,0,2,1,0.526,0.519,0.479,0.375
0,2,2,2,0,0,2,1,2,2,2,0,2,0,0,0,0.212,0.649,0,0.135
2,1,2,1,1,1,2,0,0,2,1,2,1,0,0,1,0.544,0.415,0.381,0.477
2,1,2,1,0,1,0,0,2,0,2,2,2,0,1,1,0.593,0.404,0.508,0.617
1,0,0,2,2,2,2,0,1,1,1,2,1,0,2,2,0.621,0.251,0.719,0.455
0,2,0,2,2,2,1,2,2,2,0,0,0,2,1,1,0.611,0.584,0.585,0.459
1,0,1,1,1,1,1,0,0,0,2,0,1,0,0,0,0.386,0.169,0.206,0.479
1,1,2,0,2,1,2,2,0,1,1,0,0,2,0,2,0.561,0.409,0.365,0.493
2,2,0,2,1,0,0,2,0,0,1,2,1,2,0,1,0.382,0.349,0.437,0.337
1,0,0,1,0,1,1,2,2,2,2,0,2,2,0,1,0.778,0.761,0.365,0.492
0,0,0,0,0,2,1,2,0,1,2,2,0,1,2,0,0.642,0.497,0.833,0.719
1,2,2,2,1,2,0,1,1,2,2,0,1,0,2,0,0.34,0.336,0.602,0.112
2,0,2,2,2,0,2,1,2,2,1,1,0,2,0,2,0.65,0.684,0.488,0.618
1,2,0,2,1,2,2,0,1,0,0,2,2,0,1,1,0.439,0.275,0.722,0.381
2,0,0,0,0,1,0,0,2,2,2,2,0,2,1,2,0.806,0.653,0.674,0.871
1,0,2,0,0,1,1,2,1,1,0,0,2,2,2,0,0.439,0.259,0.497,0.338
1,2,2,1,0,0,0,1,2,0,1,1,0,0,0,2,0.412,0.279,0.373,0.615
1,0,2,1,0,2,2,1,0,2,1,0,0,0,0,0,0.477,0.325,0.508,0.506
0,1,2,2,0,1,0,2,0,2,2,0,0,2,0,2,0.494,0.587,0.165,0.463
2,0,2,1,2,1,2,0,0,1,1,2,2,2,2,0,0.583,0.351,0.706,0.587
0,1,0,0,0,1,0,0,2,0,2,2,2,2,1,2,0.578,0.516,0.535,0.596
0,1,0,2,0,1,2,2,2,0,1,1,2,2,1,0,0.608,0.681,0.431,0.574
2,0,2,2,0,1,2,0,1,1,1,1,1,0,2,0,0.434,0.253,0.489,0.5
1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0.446,0.099,0.413,0.835
1,0,0,0,1,1,0,1,1,1,2,1,1,2,2,2,0.679,0.349,0.661,0.59
1,2,2,1,2,1,2,2,1,1,1,2,0,0,2,0,0.594,0.431,0.524,0.735
2,2,1,1,2,1,1,0,1,2,0,1,2,1,2,1,0.655,0.342,0.698,0.603
1,2,0,2,2,0,1,1,0,1,1,1,2,1,2,2,0.507,0.17,0.579,0.455
2,1,1,0,1,2,1,2,2,0,1,2,1,2,2,0,0.665,0.506,0.941,0.483
2,0,0,0,0,0,1,1,0,2,2,1,2,1,0,1,0.58,0.503,0.497,0.506
2,2,1,0,1,1,1,0,0,1,0,1,1,2,0,2,0.407,0.191,0.536,0.342
0,0,1,2,1,0,0,2,2,1,1,2,1,2,1,0,0.475,0.525,0.439,0.588
0,0,1,2,0,1,0,2,0,0,1,0,2,2,1,2,0.449,0.27,0.283,0.486
2,0,1,2,0,0,2,0,1,1,1,1,0,1,1,1,0.692,0.347,0.581,0.82
1,1,1,1,0,2,0,2,2,2,1,0,1,2,0,2,0.685,0.569,0.698,0.383
1,2,2,2,2,0,2,2,1,2,0,0,1,1,0,0,0.306,0.6,0.315,0.104
2,0,1,2,1,0,1,1,2,1,2,1,0,0,0,1,0.609,0.443,0.347,0.746
0,1,2,0,0,2,0,0,2,0,1,0,2,1,0,0,0.222,0.265,0.513,0.091
2,0,1,2,1,1,0,2,0,2,1,1,0,1,1,0,0.691,0.507,0.579,0.835
0,2,0,2,1,1,2,0,1,0,0,2,2,1,2,1,0.43,0.357,0.468,0.473
2,2,0,0,0,2,2,2,2,0,2,2,0,2,1,2,0.804,0.833,0.946,0.629
2,2,2,0,0,1,1,0,0,2,0,2,1,2,0,0,0.304,0.33,0.55,0.229
1,2,2,1,2,2,0,0,0,0,2,1,2,2,2,2,0.493,0.356,0.986,0.354
0,2,1,0,1,1,0,2,1,1,2,1,0,0,1,1,0.558,0.405,0.368,0.722
2,2,2,0,0,0,2,0,2,1,2,1,0,0,0,0,0.349,0.569,0.407,0.47
2,2,1,1,0,0,2,0,1,2,1,1,2,1,1,1,0.667,0.497,0.658,0.571
1,1,0,2,2,1,2,1,0,2,1,0,0,0,0,0,0.506,0.347,0.157,0.582
2,2,0,1,2,0,0,2,1,0,0,1,1,0,0,0,0.275,0.279,0.363,0.463
2,0,0,1,1,0,1,1,0,1,0,1,1,2,2,2,0.612,0.199,0.658,0.726
1,2,0,1,0,1,2,2,0,1,2,1,2,1,0,2,0.68,0.681,0.532,0.467
0,2,2,2,0,1,2,2,2,2,0,2,2,0,1,1,0.49,0.76,0.278,0.376
2,0,2,0,2,1,1,0,0,0,2,1,2,1,1,0,0.458,0.36,0.653,0.502
2,1,0,0,0,2,1,1,1,1,2,2,1,0,0,2,0.571,0.262,0.658,0.343
1,0,1,1,1,1,1,1,1,0,0,2,0,1,2,2,0.79,0.176,0.687,0.963
0,2,2,0,1,0,2,0,0,1,1,0,2,0,2,0,0.071,0.18,0.251,0.23
1,1,1,1,1,0,2,2,0,2,1,2,2,1,1,0,0.687,0.667,0.641,0.744
0,0,0,2,0,0,1,2,2,2,0,1,1,1,0,2,0.519,0.688,0.282,0.465
1,2,2,0,0,0,1,1,2,0,2,1,0,0,1,1,0.472,0.415,0.53,0.598
2,0,0,0,2,2,1,1,0,0,0,1,1,0,0,1,0.393,0.079,0.659,0.353
0,2,2,0,0,2,2,2,0,1,1,1,2,0,2,0,0.311,0.404,0.693,0.211
0,2,1,0,1,2,1,0,0,2,0,1,2,0,0,0,0.191,0.243,0.521,0.217
1,2,1,2,1,1,2,2,2,1,0,1,2,1,0,2,0.633,0.677,0.461,0.37
0,1,1,1,2,0,0,2,2,1,0,2,0,0,2,2,0.616,0.408,0.381,0.961
2,2,1,0,0,2,1,0,2,1,2,1,2,1,0,1,0.568,0.505,0.792,0.242
2,1,2,0,0,2,2,0,1,1,2,2,1,1,0,0,0.472,0.524,0.817,0.229
1,1,1,1,1,0,0,0,2,0,2,2,1,2,2,1,0.661,0.486,0.639,0.715
2,1,1,1,0,2,2,1,0,0,1,0,1,2,2,0,0.588,0.265,0.851,0.49
1,2,0,2,2,1,1,0,2,1,2,1,1,2,0,1,0.569,0.494,0.439,0.327
1,2,1,2,2,2,1,2,1,2,2,0,2,1,1,0,0.578,0.605,0.769,0.217
0,1,2,1,1,2,0,2,2,1,1,1,2,0,1,2,0.561,0.407,0.68,0.48
0,1,1,2,0,0,2,0,2,2,0,2,1,2,2,1,0.558,0.665,0.439,0.608
2,2,0,1,0,1,1,0,0,1,2,0,2,1,2,0,0.497,0.246,0.518,0.495
0,1,1,2,1,2,2,2,2,1,0,0,1,0,2,0,0.453,0.488,0.426,0.373
1,0,0,0,1,0,1,2,0,0,0,0,2,1,2,2,0.449,0.268,0.56,0.469
2,1,2,0,1,1,0,2,0,2,1,2,0,1,1,1,0.693,0.49,0.693,0.731
0,1,1,1,2,2,0,1,2,1,0,2,1,2,0,1,0.559,0.347,0.639,0.492
1,1,1,1,1,2,2,2,0,1,0,1,2,2,2,0,0.689,0.5,0.945,0.588
2,0,2,2,0,2,0,2,0,2,2,1,2,2,1,0,0.586,0.659,0.904,0.385
0,1,2,1,2,2,0,2,0,2,1,0,0,0,0,2,0.451,0.353,0.365,0.491
1,2,1,0,1,0,0,1,1,1,1,0,1,1,2,2,0.419,0.116,0.496,0.345
1,1,1,1,0,2,2,1,0,2,0,0,1,2,1,2,0.707,0.421,0.81,0.476
0,0,2,2,0,1,1,1,0,0,1,0,1,2,0,1,0.268,0.093,0.137,0.209
2,0,0,1,1,1,0,0,0,2,0,1,1,2,2,0,0.585,0.341,0.698,0.738
1,0,1,1,1,2,1,0,0,0,0,2,0,1,2,2,0.679,0.179,0.943,0.846
2,0,0,0,2,0,2,2,1,2,0,0,1,2,2,2,0.616,0.603,0.555,0.5
1,0,2,2,1,2,1,0,2,0,0,1,0,1,1,1,0.627,0.357,0.921,0.603
1,1,2,2,1,2,0,1,2,2,0,2,2,1,0,2,0.549,0.519,0.772,0.236
2,1,0,1,1,0,1,1,0,0,2,2,2,0,1,2,0.557,0.247,0.537,0.705
2,2,2,2,0,0,1,2,1,2,0,1,1,2,1,2,0.5,0.497,0.577,0.354
1,0,0,1,0,1,0,0,2,2,1,2,2,0,2,1,0.676,0.427,0.515,0.751
2,2,2,1,0,1,0,2,2,0,1,0,1,0,0,1,0.366,0.322,0.225,0.208
1,1,0,0,1,2,0,2,0,2,0,1,0,2,1,0,0.672,0.52,0.942,0.713
0,0,1,2,1,2,1,1,1,1,1,1,2,2,2,2,0.624,0.178,0.724,0.485
0,0,0,2,0,1,1,0,2,2,0,0,2,2,0,2,0.433,0.415,0.174,0.385
1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0.415,0.327,0.207,0.577
0,2,2,2,2,0,0,0,1,1,1,1,2,1,1,2,0.295,0.189,0.478,0.33
1,1,0,1,1,1,0,1,0,0,1,0,0,1,2,2,0.642,0.093,0.545,0.829
1,1,1,1,1,0,0,0,2,1,2,2,2,1,2,1,0.701,0.488,0.691,0.751
0,2,1,0,2,2,0,0,1,2,0,2,0,1,1,2,0.52,0.322,0.85,0.62
1,2,0,1,1,1,0,1,2,1,2,2,2,1,0,0,0.587,0.523,0.511,0.458
1,2,2,0,1,2,0,1,0,2,0,2,2,1,2,2,0.453,0.327,0.988,0.254
2,1,0,0,1,0,2,2,0,0,1,2,0,0,2,0,0.532,0.415,0.541,0.851
0,2,2,0,2,0,1,0,1,1,2,2,0,2,2,2,0.442,0.348,0.545,0.592
1,1,1,1,0,1,0,0,2,0,2,1,0,0,1,2,0.73,0.439,0.531,0.94
2,1,0,0,2,1,1,1,2,1,0,1,2,1,1,0,0.608,0.354,0.694,0.605
1,1,0,2,2,0,1,0,2,1,2,2,2,0,1,1,0.556,0.444,0.469,0.622
1,0,0,0,1,2,0,1,1,1,1,1,2,0,0,2,0.477,0.114,0.642,0.38
2,1,1,2,2,1,2,1,1,1,1,0,2,0,1,1,0.581,0.166,0.303,0.471
1,0,1,1,2,2,2,2,0,0,2,1,2,0,1,0,0.637,0.598,0.851,0.572
2,1,2,1,2,2,2,2,1,1,0,0,0,2,2,0,0.639,0.43,0.832,0.593
1,2,2,2,2,1,1,0,0,0,0,2,0,0,1,2,0.365,0.116,0.424,0.584
1,1,0,0,2,1,0,0,2,0,2,1,0,0,2,0,0.556,0.434,0.522,0.842
1,2,1,2,1,0,2,1,2,0,2,2,0,2,1,2,0.7,0.685,0.636,0.709
1,0,2,2,2,2,0,1,1,1,0,0,0,2,1,1,0.512,0.084,0.774,0.501
0,1,2,1,0,2,1,2,0,1,2,0,2,1,1,1,0.58,0.417,0.703,0.384
2,1,2,2,1,0,0,0,2,2,0,1,2,2,1,2,0.501,0.522,0.598,0.492
